0018167251,89
0012619451,82
0012002486,79
0015267952,79
0016460967,79
0011402548,76
0012967993,76
0015419086,76
0016204406,76
0018841529,76
0012135248,75
0017052982,75
0016614636,75
0012813174,74
0012865072,74
0015749542,74
0017284634,74
0017004850,73
0015714980,71
0016063527,71
0016460966,71
0015512983,70
0012870708,70
0012684260,69
0016872501,69
0017380410,69
0012298772,69
0017167098,69
0016949642,68
0016942428,68
0011413026,67
0012262502,67
0016277280,67
0012456200,66
0015199900,66
0012024916,66
0015221645,66
0012434852,66
0018538883,66
0012557893,66
0016764956,66
0012241710,65
0016808673,65
0015810889,64
0016684249,64
0015787884,64
0016700630,64
0012455771,64
0015229419,64
0011383245,63
0016172619,63
0016349063,63
0017024178,63
0012024855,63
0015427829,63
0012412968,63
0016900964,63
0017324509,62
0012862437,62
0015823613,62
0015498099,62
0012776934,62
0012188829,62
0012532919,62
0012822901,62
0012022247,62
0012589096,62
0016235445,61
0012306281,61
0015774077,61
0015688398,61
0016170215,61
0012635073,61
0012681904,61
0012754914,61
0015241078,61
0015821252,61
0016610781,61
0017231685,61
0012556062,60
0012895864,60
0012612954,60
0011424820,60
0011422383,60
0012748746,60
0012313182,60
0016651539,60
0016064751,60
0016557739,60
0016447244,60
0012940737,60
0015400297,60
0016530624,60
0016608709,60
0016635351,60
0016679152,59
0016984844,59
0012514225,59
0012671856,59
0012778162,58
0016086295,58
0016285722,58
0016674431,58
0012703778,58
0015874321,58
0012833143,58
0015538548,58
0011375261,58
0011386810,58
0016539864,58
0016585134,58
0017150035,58
0018621747,58
0012494542,57
0016570177,57
0012683905,57
0012963858,57
0011422382,57
0018630953,57
0012266974,57
0012414077,57
0012697648,57
0015054766,57
0015188097,57
0015782028,57
0016190999,57
0016463314,57
0016534370,57
0016850678,57
0017019376,57
0017064959,57
0017141428,57
0018670216,57
0015836596,56
0011403391,56
0012349527,56
0015994858,56
0015676626,56
0016020283,56
0017218775,56
0012479118,56
0012485901,56
0017052980,56
0012237261,56
